5000, +0.002197, +0.006104, +0.003601,   -1.403809,   +1.403809,   +0.549316
5010, +0.003418, +0.003662, +0.006042,   -3.051758,   +1.098633,   +0.854492
5020, -0.003662, +0.004883, +0.014343,   -1.251221,   +1.251221,   +0.701904
5030, -0.003174, +0.006104, +0.011658,   -1.403809,   +1.403809,   +0.549316
5040, -0.002197, +0.008545, +0.021667,   +0.244141,   -0.244141,   +0.244141
5050, +0.001221, +0.006836, +0.013855,   +2.410889,   -0.457764,   +0.457764
5060, +0.003418, +0.018555, +0.014587,   +2.899170,   -0.946045,   +0.946045
5070, +0.003174, +0.018066, +0.000183,   +2.960205,   -1.007080,   +1.007080
5080, +0.001709, +0.016113, -0.010071,   +1.251221,   -1.251221,   +1.251221
5090, +0.007080, +0.013672, -0.015686,   +1.556396,   +0.396729,   +1.556396
5100, +0.005371, +0.019775, -0.011292,   -1.159668,   +1.159668,   -1.159668
5110, +0.005615, +0.021973, -0.002502,   -3.387451,   +1.434326,   -1.434326
5120, +0.001953, +0.010010, +0.003357,   -3.845215,   +1.892090,   -1.892090
5130, +0.002930, +0.020264, +0.010437,   -3.173828,   +1.220703,   +0.732422
5140, +0.003662, +0.017578, +0.015076,   -0.885010,   -1.068115,   +1.068115
5150, +0.008789, +0.018066, +0.019470,   +1.007080,   -1.007080,   -0.946045
5160, +0.005127, +0.016357, +0.012390,   +3.173828,   -1.220703,   -0.732422
5170, +0.006104, +0.020020, +0.005066,   +2.716064,   -0.762939,   -1.190186
5180, +0.004883, +0.021729, +0.003357,   +2.502441,   -0.549316,   -1.403809
5190, +0.006104, +0.026123, +0.002625,   +1.953125,   +0.000000,   -1.953125
5200, +0.000488, +0.018555, -0.002014,   +0.946045,   -0.946045,   -1.007080
5210, -0.001709, +0.031250, -0.001526,   +1.312256,   -1.312256,   -0.640869
5220, +0.008057, +0.020020, +0.009216,   +0.762939,   -0.762939,   -1.190186
5230, +0.007568, +0.023682, +0.015076,   +2.258301,   -0.305176,   -1.647949
5240, +0.008545, +0.035156, +0.000916,   +2.777100,   -0.823975,   -1.129150
